#{"t_start": 1768158445.438503, "env_id": "None"}
r,l,t
-191.57354,12,20.924897
-70.375554,12,20.947076
-10.422855,12,20.965313
-160.20815,12,20.984974
-234.342251,12,21.003349
-167.623119,12,21.018056
-94.464254,12,21.029794
-49.314291,12,21.050693
-56.058616,12,21.06502
-120.104933,12,21.083047
-169.767254,12,21.102127
-2.41773,12,21.118
-159.624464,12,21.134079
-243.350651,12,21.147381
-168.796422,12,21.161405
-111.643694,12,21.171498
-236.877257,12,21.182281
-185.111334,12,21.206047
-7.879225,12,21.222776
-89.118813,12,21.23959
-153.622129,12,21.253672
-184.731266,12,21.265419
-159.774728,12,21.277093
-127.428694,12,21.2948
-214.544876,12,21.311638
-108.655445,12,21.327292
-134.649337,12,21.344487
-187.62139,12,21.3583
-68.316492,12,21.371886
-81.075668,12,21.387013
-128.082182,12,21.402771
-168.142028,12,21.418754
-186.848437,12,21.439772
-133.062031,12,21.455084
-234.699536,12,21.4687
-205.9477,12,21.482104
-49.729794,12,21.495893
-0.409351,12,21.511698
-166.777729,12,21.526105
-201.543649,12,21.543239
-104.322423,12,21.557764
-94.554736,12,21.571409
-84.792745,12,21.583712
-106.303004,12,21.5978
-221.950944,12,21.611862
-157.88617,12,21.626436
-229.820868,12,21.640029
-127.295857,12,21.658302
-76.265705,12,21.672986
-103.008927,12,21.68959
-141.126919,12,21.709705
-82.396844,12,21.724092
-45.448286,12,21.743559
-49.557874,12,21.758747
-90.978954,12,21.774842
-123.940707,12,21.792721
-159.095287,12,21.813169
-67.311685,12,21.829132
-78.362211,12,21.847935
-169.564188,12,21.867245
-53.978853,12,21.877703
-194.777737,12,21.897852
-203.042223,12,21.918299
-205.437035,12,21.928505
-98.830807,12,21.949517
-76.35795,12,21.965356
-185.45697,12,21.969928
-68.274323,12,21.990852
-72.507311,12,22.010576
-149.921021,12,22.025002
-167.104237,12,22.039159
-86.686691,12,22.054008
-101.31711,12,22.066391
-212.823884,12,22.083564
-121.950521,12,22.100593
-35.654173,12,22.114672
-157.853731,12,22.129037
-96.57872,12,22.143157
-242.729536,12,22.157224
-167.139795,12,22.170993
-139.238082,12,22.18564
-67.331984,12,22.201997
-89.442741,12,22.215569
-136.488977,12,22.22864
-52.231092,12,22.243701
-130.285653,12,22.257276
-15.201312,12,22.275697
-39.619981,12,22.293119
-118.571132,12,22.307912
-135.53829,12,22.328474
-149.331813,12,22.340619
-142.803185,12,22.355729
-90.167713,12,22.371554
-87.679734,12,22.391452
-240.494081,12,22.405499
-91.697121,12,22.422623
-76.530228,12,22.437135
-169.263517,12,22.453219
-75.317727,12,22.470408
-121.725118,12,22.485745
-161.73956,12,22.499875
-32.74064,12,22.514715
-107.227661,12,22.531363
-137.275777,12,22.545726
-163.222806,12,22.562269
-238.199277,12,22.577111
-160.614494,12,22.591658
-67.540578,12,22.607536
-221.996625,12,22.625154
-104.35792,12,22.640856
-25.923895,12,22.656924
-168.68958,12,22.670743
-181.334314,12,22.677384
-130.462061,12,22.697524
-102.018046,12,22.710651
-93.336025,12,22.727908
-86.71376,12,22.739551
-95.439834,12,22.760851
-32.510052,12,22.769129
-25.08046,12,22.788005
-70.687533,12,22.801596
5.652678,12,22.816161
-61.365849,12,22.830234
-146.747784,12,23.949503
-27.318635,12,23.964989
-171.495167,12,23.98366
-131.254343,12,23.998902
-21.271558,12,24.01501
-86.805376,12,24.032942
-162.61835,12,24.045434
-39.631867,12,24.061035
-187.920726,12,24.075728
-85.997596,12,24.091813
-96.454434,12,24.102618
-13.860109,12,24.120849
-37.360014,12,24.134401
6.236266,12,24.151605
-126.035823,12,24.165829
-75.758611,12,24.174279
-149.400715,12,24.192443
-238.393869,12,24.208313
-150.754921,12,24.223074
-46.026366,12,24.237457
-89.989825,12,24.251568
-192.797168,12,24.26389
-63.462982,12,24.280394
-174.683833,12,24.296566
-154.293298,12,24.310994
-216.09029,12,24.317075
-5.451393,12,24.337697
-196.207217,12,24.354551
-134.820039,12,24.375382
3.760959,12,24.393955
-98.088947,12,24.408917
-64.107463,12,24.42668
-105.981044,12,24.442092
-117.020977,12,24.45016
-133.466917,12,24.469722
-112.097917,12,24.47894
-209.299924,12,24.499955
-59.456499,12,24.519088
