#{"t_start": 1768115631.7627578, "env_id": "None"}
r,l,t
18.114799,12,17.279422
-6.696519,12,17.292256
17.372124,12,17.308441
19.427257,12,17.31591
17.620396,12,17.332172
17.005858,12,17.346859
7.759877,12,17.363049
18.081389,12,17.375402
11.794955,12,17.387458
17.225484,12,17.398075
19.535754,12,17.41024
16.737328,12,17.419784
18.499689,12,17.430805
17.507898,12,17.441836
12.66089,12,17.455433
-16.012253,12,18.765386
7.958115,12,18.784652
-2.443265,12,18.797533
17.307337,12,18.811873
-60.309332,12,18.824576
18.309913,12,18.839383
17.97964,12,18.852442
16.394278,12,18.867706
18.048119,12,18.879015
18.135163,12,18.893085
15.36943,12,18.905255
6.667167,12,18.915373
16.965736,12,18.927433
6.527595,12,18.939125
3.674559,12,18.954337
16.181615,12,18.965496
17.49874,12,18.977369
17.505747,12,18.992485
18.282841,12,19.005489
18.41563,12,19.01611
17.214914,12,19.030528
15.867981,12,19.043858
-22.98799,12,19.057239
16.870848,12,19.075648
18.70919,12,19.088209
18.762991,12,19.102918
17.911661,12,19.118442
15.61282,12,19.12963
13.807357,12,19.139808
16.512048,12,19.156887
14.43881,12,19.170962
17.080607,12,19.186203
17.587111,12,19.201332
17.36916,12,19.219242
17.258687,12,19.231834
18.070185,12,19.241868
-22.13829,12,19.251943
18.546786,12,19.265682
-16.227259,12,19.277768
18.191713,12,19.287305
16.446459,12,19.294949
12.901528,12,19.312168
18.446287,12,19.327907
17.478213,12,19.339926
19.676711,12,19.352643
17.282182,12,19.365304
17.58088,12,19.379224
19.435659,12,19.393263
16.160097,12,19.405866
17.195973,12,19.418456
5.111476,12,19.430478
15.584725,12,19.446538
17.603304,12,19.458659
14.224497,12,19.471713
11.403116,12,19.48516
16.958271,12,19.498351
18.305837,12,19.510041
17.307999,12,19.522298
18.284801,12,19.531895
16.241642,12,19.543459
7.992942,12,19.555187
17.844018,12,19.567027
17.551176,12,19.57964
18.748375,12,19.589695
17.231743,12,19.604055
-57.450378,12,19.617477
5.426099,12,19.630637
16.228907,12,19.642763
15.995553,12,19.655355
17.935946,12,19.669237
11.493641,12,19.681311
17.544861,12,19.691393
16.41968,12,19.705213
16.76864,12,19.717438
18.056984,12,19.72814
5.123329,12,19.741765
16.636015,12,19.752616
18.236983,12,19.765192
10.256824,12,19.781585
18.356883,12,19.796977
18.452912,12,19.807991
15.519305,12,19.816693
17.67102,12,19.837503
15.338865,12,19.854722
-1.057095,12,19.868295
2.464792,12,19.884437
17.735266,12,19.897827
-0.859691,12,19.907483
-22.557939,12,19.922666
18.019194,12,19.927172
17.043526,12,19.947415
18.274318,12,19.957662
-19.611148,12,19.971141
-48.410161,12,19.97834
17.12111,12,19.999116
18.392489,12,20.009177
17.771684,12,20.019582
17.172496,12,20.037147
17.553124,12,20.051249
-2.549115,12,20.060966
17.553515,12,20.077134
-44.768207,12,20.091677
14.950473,12,20.101984
15.707368,12,20.120667
16.592607,12,20.133056
-14.020759,12,20.149494
17.352133,12,20.16537
18.463637,12,20.178719
18.220098,12,20.191825
17.828844,12,20.202946
18.133339,12,20.218623
17.217327,12,20.229202
-12.901707,12,20.240983
18.418408,12,20.253531
18.134637,12,20.265778
17.332585,12,20.277869
14.441851,12,20.288944
16.441301,12,20.299992
16.52675,12,20.312718
17.257478,12,20.326761
16.957871,12,20.33733
17.342899,12,20.349362
17.376768,12,20.357476
17.278763,12,20.367581
4.269583,12,20.382329
17.323821,12,20.39641
18.373199,12,20.408838
1.084975,12,20.419128
17.976161,12,20.429317
18.59454,12,20.443453
18.231234,12,20.459074
14.249432,12,20.470108
16.445637,12,20.480425
17.564244,12,20.491085
-26.18791,12,20.50685
16.555055,12,20.521344
18.641711,12,20.534631
16.626876,12,20.551109
17.535592,12,20.567149
18.364707,12,20.583497
-35.981858,12,20.593697
16.991927,12,20.603952
16.978046,12,20.619828
15.131924,12,20.634482
11.973307,12,20.652645
-13.142436,12,20.664306
17.579986,12,20.674901
17.434082,12,20.68537
17.802994,12,20.697143
18.534485,12,20.705727
-0.257414,12,20.716014
18.535811,12,20.733484
18.492297,12,20.748639
16.873743,12,20.765203
18.454928,12,20.781059
18.200928,12,20.7942
-39.942839,12,20.806013
14.716708,12,20.81826
-62.108454,12,20.828343
